Producer;Wine name;Award;Score;Country;Region;Sub-region;Vintage;Color
Borgofulvia;Bonarda;Bronze;87;Italy;Emilia-Romagna;Colli Piacentini;2022;Red
Carnivor;Zinfandel;Bronze;86;United States;California;Not Applicable;2020;Red
Il Nostro;Rosso;Bronze;87;Italy;Puglia;Puglia;2020;Red
Zumbali;Grande Reserve;Bronze;88;South Africa;Western Cape;Not Applicable;2022;Red
Cantine Ermes;Epicentro Catarratto-Viognier;Bronze;86;Italy;Sicily;Sicilia;2022;White
Purato;Siccari Appassimento;Bronze;86;Italy;Sicily;Terre Siciliane;2022;Red
Bodegas Trenza;La Orphica Seleccíon Sintonía;Bronze;88;Spain;Not Applicable;Not Applicable;2022;Rosé
Vicente Faria Vinhos;Lolita;Bronze;86;Portugal;Not Applicable;Not Applicable;2022;Red
Famille Bougie;Pinot Noir;Bronze;88;France;Loire;Vin de France;2022;Red
Baglio Gibellina;u...passimiento;Bronze;88;Italy;Sicily;Sicilia;2022;Red
Baglio Gibellina;Solepasso Passito;Bronze;88;Italy;Puglia;Puglia;2022;Red
Cramele Recas;Sorcova Pinot Noir;Bronze;86;Romania;Banat;Recas;2022;Red
Cramele Recas;Fetele Fetească Regală;Bronze;86;Romania;Not Applicable;Not Applicable;2022;White
La Cave Du Vieil Armand;Expression Gewurztraminer;Bronze;89;France;Alsace;Alsace;2020;White
Spy Valley Wines;Gewurztraminer;Bronze;88;New Zealand;Marlborough;Waihopai Valley;2022;White
Cantina di Verona;Terre Di Verona;Bronze;86;Italy;Veneto;Valpolicella;2022;Red
Strada Weinkellerei;Troisblancs;Bronze;89;Switzerland;Eastern Cantons;Schaffhausen;2022;White
Strada Weinkellerei;Graf Von Spiegelberg Federweiss;Bronze;87;Switzerland;Eastern Cantons;Schaffhausen;2022;Rosé
Biscardo;Morena Bianca;Bronze;88;Italy;Veneto;Lugana;2022;White
Đakovačka Vina;Pinot Sivi;Bronze;88;Croatia;Continental;Slavonija;2022;White
Spy Valley Wines;Riesling;Bronze;88;New Zealand;Marlborough;Waihopai Valley;2022;White
Vinarstvo Habsburg;Frankovka Rosé;Bronze;87;Slovakia;Malokarpatská;Not Applicable;2022;Rosé
La Cave Du Vieil Armand;Pinot Gris Biologique;Bronze;87;France;Alsace;Alsace;2022;White
Terre Di Rai;Merlot;Bronze;87;Italy;Veneto;Trevenezie;2022;Red
Les Vins De L'herre;Les Parcellaires De L'herré Colombard-Ugni Blanc;Bronze;87;France;Southwest France;IGP Côtes de Gascogne;2022;White
Botter;Lupo Meraviglia Due Di Due;Bronze;89;Italy;Puglia;Puglia;2022;Red
Trivento Bodegas Y Viñedos;Reserve Maximum Red Blend;Bronze;86;Argentina;Mendoza;Not Applicable;2022;Red
Lupo Meraviglia;Tre Di Tre;Bronze;86;Italy;Puglia;Puglia;2022;Red
Botter;Ombre Pinot Grigio;Bronze;88;Italy;Veneto;Delle Venezie;2022;White
Viñedos Puertas;Lujuria Carmenère;Bronze;86;Chile;Curicó;Not Applicable;2022;Rosé
Gergenti;Frappato;Bronze;88;Italy;Sicily;Terre Siciliane;2022;Red
Gergenti;Bianco 3 Emeralds Organic;Bronze;87;Italy;Sicily;Terre Siciliane;2022;White
Aldi;Specially Selected Organic Rosé;Bronze;88;Italy;Tuscany;Costa Toscana Rosato;2022;Rosé
Aldi;Specially Selected Pinot Noir Rosé;Bronze;86;Spain;Not Applicable;Not Applicable;2022;Rosé
c.i.s.;Uone;Bronze;87;Italy;Puglia;Primitivo di Manduria;2022;Red
Cantine di Ora;Primitivo;Bronze;88;Italy;Puglia;Salento;2022;Red
Masso Antico;Organic Negroamaro;Bronze;86;Italy;Puglia;Salento;2022;Red
Masso Antico;Negroamaro Da Uve Leggermente Appassite;Bronze;87;Italy;Puglia;Salento;2022;Red
Masso Antico;Primitivo;Bronze;88;Italy;Puglia;Salento;2022;Red
Masso Antico;Rosè Primitivo;Bronze;86;Italy;Puglia;Salento;2022;Rosé
Mare Magnum;Allegro Primitivo-Sangiovese;Bronze;89;Italy;Puglia;Puglia;2022;Red
Casal De Ventozela;Espadeiro;Bronze;86;Portugal;Vinho Verde;Not Applicable;2022;Rosé
Mare Magnum;Palazzo Mio Grillo;Bronze;87;Italy;Sicily;Sicilia;2022;White
Mare Magnum;Zumbali Chenin Blanc;Bronze;87;South Africa;Western Cape;Not Applicable;2022;White
Mare Magnum;Il Nostro Catarratto-Chardonnay;Bronze;87;Italy;Sicily;Terre Siciliane;2022;White
Mare Magnum;Tonno Catarratto-Chardonnay;Bronze;87;Italy;Sicily;Terre Siciliane;2022;White
Mare Magnum;Crudo Catarratto-Zibibbo;Bronze;88;Italy;Sicily;Terre Siciliane;2022;White
Mare Magnum;Crudo Organic Catarratto-Zibibbo;Bronze;87;Italy;Sicily;Terre Siciliane;2022;White
Mare Magnum;Umbala Grande Reserve Shiraz-Cabernet Sauvignon-Pinotage;Bronze;88;South Africa;Western Cape;Not Applicable;2022;Red
Carpinus;Furmint;Bronze;89;Hungary;Tokaj;Not Applicable;2022;White
La Torretta;-;Bronze;89;Italy;Veneto;Lugana;2022;White
Vinarija Kostanjevec;Premium Riesling;Bronze;89;Croatia;Continental;Prigorje - Bilogora;2022;White
Kleine Zalze;Vineyard Selection Chenin Blanc;Bronze;87;South Africa;Stellenbosch;Not Applicable;2022;White
Blaguški Željko;Graševina;Bronze;87;Croatia;Continental;Zagorje - Međimurje;2022;White
Felix Solis;Smooth Red;Bronze;89;Spain;Not Applicable;Not Applicable;2022;Red
Konstantinopoulos Winery;Anthinos - Malagouzia;Bronze;86;Greece;Peloponnese;Ilia;2022;White
Cantine Borga;Malbec;Bronze;87;Italy;Veneto;Not Applicable;2022;Red
Cantine San Marzano;Il Pumo Primitivo;Bronze;87;Italy;Puglia;Salento;2022;Red
Cantine San Marzano;Talò Verdeca;Bronze;86;Italy;Puglia;Puglia;2022;White
Cantine San Marzano;Il Pumo Malvasia-Sauvignon;Bronze;86;Italy;Puglia;Salento;2022;White
Cantine San Marzano;Timo Vermentino;Bronze;87;Italy;Puglia;Salento;2022;White
Cantine San Marzano;Tramari Rosé Di Primitivo;Bronze;87;Italy;Puglia;Salento;2022;Rosé
Cantine San Marzano;Spar Primitivo;Bronze;88;Italy;Puglia;Puglia;2022;Red
Reguta;Prediale;Bronze;88;Italy;Friuli-Venezia Giulia;Trevenezie;2022;White
Monset Umbra;Seletković šKrlet;Bronze;89;Croatia;Continental;Moslavina;2022;White
Domodo;Negroamaro;Bronze;87;Italy;Puglia;Puglia;2022;Red
Masseria Borgo Dei Trulli;Primitivo;Bronze;86;Italy;Puglia;Salento;2022;Red
Terre Di Faiano;Appassimento Organic Nero D'Avola;Bronze;87;Italy;Sicily;Sicilia;2022;Red
Orion Wines;Maxale Macerato Chardonnay;Bronze;87;Italy;Vino Varietale d’Italia;Not Applicable;2022;White
Orion Wines;Fuori Porta Sangiovese;Bronze;88;Italy;Emilia-Romagna;Rubicone;2022;Red
Orion Wines;Zensa Organic Fiano;Bronze;86;Italy;Puglia;Puglia;2022;White
Giesen Group;Ara Single Estate Pinot Gris;Bronze;89;New Zealand;Marlborough;Not Applicable;2022;White
Seegut Lentsch;Grauburgunder;Bronze;88;Austria;Burgenland;Not applicable;2022;White
Terre Cevico;Organic Merlot;Bronze;86;Italy;Emilia-Romagna;Rubicone;2022;Red
Vinogradarstvo Vinski Hram;Statera by Kotolenko Rosé;Bronze;88;Croatia;Continental;Not Applicable;2022;Rosé
Zdenka Medenjak;Muškat žuti;Bronze;86;Croatia;Continental;Zagorje - Međimurje;2022;White
Divination;-;Bronze;86;Spain;Vinos de España;Not Applicable;2022;Red
Adega Vila Real;Red;Bronze;89;Portugal;Douro;Not Applicable;2022;Red
Adega Vila Real;Grande Reserva Viosinho-Malvasia Fina-Fernão Pires;Bronze;87;Portugal;Douro;Not Applicable;2022;White
Adega Vila Real;Premium;Bronze;87;Portugal;Douro;Not Applicable;2022;White
Jean Biecher & Fils;Marie Bio;Bronze;87;France;Alsace;Alsace;2022;White
Quinta Das Arcas;Arca Nova;Bronze;86;Portugal;Vinho Verde;Sousa;2022;Rosé
Quinta Das Arcas;Arca Nova;Bronze;87;Portugal;Vinho Verde;Not Applicable;2022;White
Quinta Das Arcas;Arca Nova Loureiro;Bronze;89;Portugal;Vinho Verde;Not Applicable;2022;White
Villa Yambol;Kabile Rosé Syrah;Bronze;87;Bulgaria;Southern Region - Thracian Lowland;Thracian Valley;2022;Rosé
Villa Yambol;Kabile Chardonnay & Sauvignon Blanc;Bronze;88;Bulgaria;Southern Region - Thracian Lowland;Thracian Valley;2022;White
Brancott Estate;Flight Pinot Gris;Bronze;87;New Zealand;Marlborough;Not Applicable;2022;White
Plaimont;Colombard-Sauvignon;Bronze;86;France;Southwest France;IGP Côtes de Gascogne;2022;White
Plaimont;Arcolan;Bronze;89;France;Southwest France;IGP Côtes de Gascogne;2022;White
Weinhaus Reh Kendermann;Black Tower Club Edition Rosé Pinot Noir;Bronze;88;Germany;Pfalz;Not Applicable;2022;Rosé
Avantis Estate;Lenga Gewurztraminer;Bronze;88;Greece;Varietal Wine;Not Applicable;2022;White
Apriori Wine;Vin Roz Demisec;Bronze;87;Moldova;Not Applicable;Not Applicable;2022;Rosé
Fazio;Anima Solis;Bronze;86;Italy;Sicily;Terre Siciliane;2022;White
Domaine Laguille;La Rencontre;Bronze;88;France;Southwest France;IGP Côtes de Gascogne;2022;White
Mc Arthur Ridge;Lilico Pinot Noir Rosé;Bronze;88;New Zealand;Central Otago;Alexandra Basin;2022;Rosé
Mc Arthur Ridge;Falls Dam Pinot Gris;Bronze;88;New Zealand;Central Otago;Alexandra Basin;2022;White
Forrest Wines;Albariño;Bronze;87;New Zealand;Marlborough;Not Applicable;2022;White
Tenuta Iuzzolini;Principe Spinelli;Bronze;88;Italy;Calabria;Calabria;2022;Red
Ferret Dominique;Domaine Guillaman Colombard-Sauvignon;Bronze;88;France;Southwest France;IGP Côtes de Gascogne;2022;White
Enosophia;Dika;Bronze;88;Croatia;Continental;Slavonija;2022;Rosé
Forrest Wines;The Doctors' Rosé;Bronze;87;New Zealand;Marlborough;Not Applicable;2022;Rosé
Duca Di Salaparuta;Calanica Rosato;Bronze;87;Italy;Sicily;Terre Siciliane;2022;Rosé
Morrisons;The Best Primitivo;Bronze;88;Italy;Puglia;Puglia;2022;Red
Varvaglione 1921;Primadonna Chardonnay;Bronze;89;Italy;Puglia;Puglia;2022;White
Varvaglione;Idea Rosa Di Primitivo;Bronze;86;Italy;Puglia;Puglia;2022;Rosé
Cantine Due Palme;Sangaetano;Bronze;87;Italy;Puglia;Primitivo di Manduria;2022;Red
Kaznionica U Lepoglavi;Silvanac Zeleni;Bronze;88;Croatia;Continental;Zagorje - Međimurje;2022;White
Arabella;Viognier;Bronze;89;South Africa;Western Cape;Not Applicable;2022;White
Vallformosa;Freyé Parellada-Muscat De Frontignan;Bronze;87;Spain;Penedès;Penedès;2022;White
Cantine Due Palme;Pillastro;Bronze;89;Italy;Puglia;Puglia;2022;Red
Maison Fontan;Tattoo Blanc;Bronze;87;France;Southwest France;IGP Côtes de Gascogne;2022;White
Lake Chalice;The Nest Pinot Gris;Bronze;87;New Zealand;Marlborough;Not Applicable;2022;White
Sula Vineyard;The Source Grenache Rose;Bronze;88;India;Maharashtra;Nashik;2022;Rosé
Lake Chalice;The Falcon Riesling;Bronze;89;New Zealand;Marlborough;Not Applicable;2022;White
Rapaura Springs;Rohe Sauvignon Blanc;Bronze;89;New Zealand;Marlborough;Rapaura;2022;White
Rapaura Springs;Rohe Sauvignon Blanc;Bronze;89;New Zealand;Marlborough;Blind River;2022;White
Monte Tessa;Primitivo;Bronze;89;Italy;Puglia;Puglia;2022;Red
Monte Tessa;Nero Di Troia;Bronze;87;Italy;Puglia;Puglia;2022;Red
Montetessa;Nero Di Troia-Primitivo;Bronze;87;Italy;Puglia;Puglia;2022;Red
Asda;Extra Special;Bronze;88;France;Southwest France;IGP Côtes de Gascogne;2022;White
Asda;Kakapo White;Bronze;88;New Zealand;South Island;Not Applicable;2022;White
Asda;Fillipo Sansovino Pinot Grigio Rosé;Bronze;87;Italy;Sicily;Terre Siciliane;2022;Rosé
Rapaura Springs;Reserve Sauvignon Blanc;Bronze;89;New Zealand;Marlborough;Not Applicable;2022;White
Asda;Busby Estate Chardonnay;Bronze;87;Australia;South Eastern Australia;Not Applicable;2022;White
Quinta da Raza;Dom Diogo Azal;Bronze;89;Portugal;Vinho Verde;Not Applicable;2022;White
Quinta da Raza;Dom Diogo Padeiro;Bronze;86;Portugal;Vinho Verde;Not Applicable;2022;Rosé
Dom Diogo;Arinto;Bronze;88;Portugal;Vinho Verde;Not Applicable;2022;White
Conte Collato;Frizzante Verdiso;Bronze;86;Italy;Veneto;Colli Trevigniani;NV;White
Asda;Extra Special Fiano;Bronze;86;Italy;Sicily;Terre Siciliane;2022;White
Tenuta Antonini Alessio;24 Carati;Bronze;89;Italy;Abruzzo;Not Applicable;NV;White
Classic Reserve Wines;Vinha Do Palacete;Bronze;87;Portugal;Vinho de Mesa;Not Applicable;NV;Red
Benigna's Creek;Traminette;Bronze;86;United States;Pennsylvania;Not Applicable;NV;White
Ermelinda;Gábia;Bronze;88;Portugal;Vinho Verde;Not Applicable;NV;White
Maslin Red;Maslin Red;Bronze;86;Australia;Cross-Regional Blend;Not Applicable;NV;Red
Cantina Di Vicobarone;Prometeo;Bronze;86;Italy;Emilia-Romagna;Emilia;NV;Red
Felix Solis Avantis;Mucho Más Rosé;Bronze;86;Spain;Not Applicable;Not Applicable;NV;Rosé
Felix Solis;The Guv'nor;Bronze;86;Spain;Not Applicable;Not Applicable;NV;Rosé
Mare Magnum;Zumbali Chenin Blanc;Bronze;89;South Africa;Not Applicable;Not Applicable;NV;White
Mare Magnum;Lisa 1503 Rosato D Árista;Bronze;87;Spain;Not Applicable;Not Applicable;NV;Rosé
Mare Magnum;Zin Zinfandel Gold;Bronze;89;Italy;Puglia;Puglia;NV;Red
Barefoot Cellars;Malbec;Bronze;87;United States;California;Not Applicable;NV;Red
Barefoot Cellars;Cabernet Sauvignon;Bronze;86;United States;California;Not Applicable;NV;Red
Barefoot Cellars;Sauvignon Blanc;Bronze;86;United States;California;Not Applicable;NV;White
Ca' Botta;Prometeo;Bronze;86;Italy;Veneto;Amarone della Valpolicella;2016;Red
Villa Yambol;Kabile Reserve Cabernet Sauvignon;Bronze;88;Bulgaria;Southern Region - Thracian Lowland;Thracian Valley;2016;Red
Masi;Costasera;Bronze;87;Italy;Veneto;Amarone della Valpolicella Classico Riserva;2016;Red
Peter Lehmann;Margaret Semillon;Bronze;88;Australia;South Australia;Barossa;2016;White
Corte San Benedetto;-;Bronze;88;Italy;Veneto;Amarone della Valpolicella Classico;2013;Red
Bettili Cristiana;Tenuta Vignega;Bronze;89;Italy;Veneto;Amarone della Valpolicella;2015;Red
Feudo Badala;Essenza Nero Di Troia;Bronze;87;Italy;Puglia;Puglia;2015;Red
Zýmē Di Celestino Gaspari;La Mattonara;Bronze;88;Italy;Veneto;Amarone della Valpolicella Classico Riserva;2009;Red
Vinne Sklepy Lechovice;Frankovka Slámové Víno;Bronze;89;Czech Republic;Moravia;Znojemská;2015;Rosé
Holdvölgy;Eloquence;Bronze;87;Hungary;Tokaj;Not Applicable;2012;White
Oremus;Aszú;Bronze;89;Hungary;Tokaj;Not Applicable;2013;White
Qilian Winery;Qilian Legend Icewine Welschriesling;Bronze;89;China (Mainland);Gansu;Zhangye;2016;White
Denis Dubourdieu;Liaison;Bronze;88;France;Bordeaux;Sauternes;2016;White
Quinta Da Alorna;Abafado 5 Years;Bronze;88;Portugal;Tejo;Not Applicable;2016;White
Maison Sichel;-;Bronze;87;France;Bordeaux;Sauternes;2016;White
Chateau Fihot;L'or Du Ciron;Bronze;87;France;Bordeaux;Sauternes;2016;White
Barefoot Cellars;Riesling;Bronze;86;United States;California;Not Applicable;NV;White
Baglio Gibellina;U...Passimiento;Bronze;89;Italy;Sicily;Terre Siciliane;NV;White
Domaines Roche Guilhem;-;Bronze;89;France;Southwest France;Jurançon;2022;White
Domaine Leblanc - Les Closserons;Vv;Bronze;89;France;Loire;Coteaux du Layon;2022;White
Asda;Calafia Deliciously Sweet Moscatel;Bronze;88;Spain;Valencia;Not Applicable;2022;White
Canti Estate;-;Bronze;87;Italy;Piedmont;Moscato d'Asti;2022;White
Finca Antigua;Moscatel Naturalmente Dulce Orgánico;Bronze;87;Spain;La Mancha;Not Applicable;2022;White
Val Di Luna;Eclisssi Di Luna Brachetto;Bronze;87;Italy;Piedmont;Piemonte;2022;Red
Contero;-;Bronze;86;Italy;Piedmont;Brachetto d'Acqui;2022;Red
Cantine Vitea;Molinazzo;Bronze;87;Italy;Lombardy;Oltrepò Pavese Sangue di Giuda;2022;Red
Cantine Vitea;Declive Moscato;Bronze;88;Italy;Lombardy;Oltrepò Pavese;2022;White
Château d'Arche;Soleil d'Arche;Bronze;88;France;Bordeaux;Sauternes;2022;White
Pavlomir;Muškat Žuti;Bronze;87;Croatia;Coastal;Hrvatsko Primorje;2022;White
Honghe Shenquan Winery;Impression Icewine;Bronze;89;China (Mainland);Yunnan;Not Applicable;2022;White
Berto & Fiorella Baccichetto;Schioppettino;Bronze;88;Italy;Friuli-Venezia Giulia;Venezia Giulia;2022;Red
Az. Agricola Montaribaldi;Righeÿ;Bronze;88;Italy;Piedmont;Moscato d'Asti;2022;White
Calabria Family Wines;Three Bridges Botrytis Semillon;Bronze;89;Australia;New South Wales;Riverina;2022;White
Ca' De Lion Ghione Dal 1871;Canelli;Bronze;87;Italy;Piedmont;Moscato d'Asti;2022;White
Vigna Alta;Sangue Di Giuda;Bronze;86;Italy;Lombardy;Oltrepò Pavese;2022;Red
La Gironda;-;Bronze;88;Italy;Piedmont;Moscato d'Asti;2022;White
Arione;-;Bronze;88;Italy;Piedmont;Moscato d'Asti;2022;White
Cascina Castlet;-;Bronze;88;Italy;Piedmont;Moscato d'Asti;2022;White
Château Gaillarteau;-;Bronze;86;France;Bordeaux;Bordeaux;2022;White
La Gironda;-;Bronze;88;Italy;Piedmont;Brachetto d'Acqui;2022;Red
Eleanor Estate;Centorri Moscato;Bronze;89;Italy;Lombardy;Provincia di Pavia;2022;White
Soria Sergio;Eleonora Selection;Bronze;87;Italy;Piedmont;Moscato d'Asti;2022;White
Abbazia di San Gaudenzio;-;Bronze;87;Italy;Piedmont;Moscato d'Asti;2022;White
Azienda Agricola Terrabianca;Vignot;Bronze;88;Italy;Piedmont;Moscato d'Asti;2022;White
Ca' D'gal;Lumine;Bronze;86;Italy;Piedmont;Moscato d'Asti;2022;White
Domaine Tariquet;Dernières Grives;Bronze;89;France;Southwest France;IGP Côtes de Gascogne;2022;White
Disznókő;Sárga Borház;Bronze;88;Hungary;Tokaj;Not Applicable;2020;White
Carmel Signature;Single Vineyard Late Harvest Gewürztraminer;Bronze;89;Israel;Galilee;Upper Galilee;2020;White
Crama Girboiu;Ambra Șarba;Bronze;89;Romania;Moldova;Cotesti;2020;White
Château Jolys;Petit Manseng;Bronze;89;France;Southwest France;Jurançon;2020;White
Montesommavesuvio;Torre Merlata;Bronze;87;Italy;Campania;Catalanesca del Monte Somma;2020;White
Yizhu Winery;Icewine;Bronze;87;China (Mainland);Xinjiang;Yili;2020;White
Wantong Tianlu;Ruisite Icewine Beibinghong;Bronze;89;China (Mainland);Jilin;Tonghua;2020;Red
Sonberk;Pálava;Bronze;88;Czech Republic;Moravia;Mikulovská;2020;White
Winetage;Balkan Cabernet-Sauvignon;Bronze;88;Moldova;Comrat;Comrat;2020;Red
Ferruccio Deiana;-;Bronze;88;Italy;Sardinia;Girò di Cagliari;2020;Red
Domaine Nigri;Pas De Deux;Bronze;89;France;Southwest France;Jurançon;2019;White
Inniskillin;Icewine Cabernet Franc;Bronze;88;Canada;Ontario - Niagara Peninsula;Not Applicable;2019;Red
Kvaszinger;Relique;Bronze;89;Hungary;Tokaj;Not Applicable;2019;White
Fáutor Winery;Late Harvest Traminer;Bronze;89;Moldova;Valul Lui Traian;Not applicable;2019;White
Katunar Estate Winery;Pasito;Bronze;89;Croatia;Coastal;Hrvatsko Primorje;2019;White
Klein Constantia;Vin De Constance;Bronze;89;South Africa;Western Cape;Not Applicable;2019;White
Azienda Agricola Gozzelino Sergio;Moscato Passito Stefania;Bronze;87;Italy;Piedmont;Piemonte;2019;White
Otronia;Otronia Lagunar Tardio;Bronze;89;Argentina;Patagonia;Not Applicable;2019;White
Disznókő;Aszú;Bronze;88;Hungary;Tokaj;Not Applicable;2019;White
Disznókő;Dorgó Vineyard;Bronze;89;Hungary;Tokaj;Not Applicable;2018;White
Fattoria La Vialla;-;Bronze;88;Italy;Tuscany;Vin Santo del Chianti;2018;White
Tomaz Wines;Viktorija Bijeli Muškat;Bronze;89;Croatia;Coastal;Hrvatska Istra;2018;White
Château Suduiraut;Aldi Specially Selected;Bronze;88;France;Bordeaux;Sauternes;2018;White
Zangdi Tianxiang;Pabala Icewine;Bronze;89;China (Mainland);Yunnan;Not Applicable;2018;White
Tokajicum Winery;Aszú;Bronze;87;Hungary;Tokaj;Not Applicable;2018;White
Cantina Kaltern;Quintessenz Passito;Bronze;87;Italy;Trentino-Alto Adige/Südtirol;Alto Adige / Südtirol;2018;White
Jackson-Triggs Winery;Reserve Icewine Riesling;Bronze;88;Canada;British Columbia;Okanagan Valley;2018;White
Inniskillin;Icewine Riesling;Bronze;89;Canada;British Columbia;Okanagan Valley;2018;White
La Cave Des Producteurs De Jurançon;Domaine Corty;Bronze;89;France;Southwest France;Jurançon;2021;White
Alvento Winery;Icewine Riesling;Bronze;87;Canada;Ontario - Niagara Peninsula;Not Applicable;2021;White
Cofco Great Wall Penglai;Greatwall Coastal Reserva Petit Manseng;Bronze;89;China (Mainland);Shandong;Penglai;2021;White
Alvento Winery;Icewine Cabernet Franc;Bronze;87;Canada;Ontario - Niagara Peninsula;Not Applicable;2021;Red
Sonberk;Tramín Noble Rot;Bronze;89;Czech Republic;Moravia;Mikulovská;2021;White
Vinařství Volařík;Tramín Kořenný;Bronze;88;Czech Republic;Moravia;Mikulovská;2021;White
Tonghua Winery;Chateau De Jade Icewine Vidal;Bronze;89;China (Mainland);Jilin;Tonghua;2021;White
Tonghua Winery;Chateau De Jade Late Harvest Vidal;Bronze;88;China (Mainland);Jilin;Tonghua;2021;White
Jiangxin Winery;Lingge Art Crimson Smell Icewine Beibinghong;Bronze;87;China (Mainland);Jilin;Tonghua;2021;Red
Fakin;Markus Muškat;Bronze;88;Croatia;Coastal;Hrvatska Istra;2021;White
Château Haut-Bergeron;-;Bronze;88;France;Bordeaux;Sauternes;2021;White
Château Jolys;-;Bronze;89;France;Southwest France;Jurançon;2021;White
Terre Bordelaise;Château Cornelien;Bronze;89;France;Bordeaux;Loupiac;2021;White
Chateau Grand Bari;Royal Cuvée;Bronze;88;Slovakia;Tokajská;Not Applicable;2021;White
Tokaj-Hétszőlő;-;Bronze;87;Hungary;Tokaj;Not Applicable;2021;White
Mihalj;Rajnski Rizling;Bronze;87;Croatia;Continental;Slavonija;2021;White
Gál Szőlőbirtok;Késői Szüretelésű Rajnai Rizling;Bronze;87;Hungary;Duna;Kunság;2017;White
Am-Tokaj;Amadeus Furmint-Hárslevelű;Bronze;87;Hungary;Tokaj;Not Applicable;2017;White
Yajianggu Winery;Icewine Beibinghong;Bronze;87;China (Mainland);Jilin;Tonghua;2017;Red
Cave De Beblenheim;Pinot Gris;Bronze;89;France;Alsace;Grand Cru Sonnenglanz;2021;White
Cave De Beblenheim;Pinot Gris;Bronze;87;France;Alsace;Grand Cru Froehn;2021;White
Mare Magnum;Chunky Zinfandel;Bronze;88;Italy;Puglia;Puglia;2021;Red
Giesen Group;Gemstone Riesling;Bronze;88;New Zealand;Marlborough;Not Applicable;2021;White
Kullabergs Vingård;Paradiset;Bronze;88;Sweden;Not Applicable;Not Applicable;2021;White
